index,target,tags,relevant_tags,irrelevant_tags
547,1,jeep | suv | car | vehicle | city | sky | sun | water | boat | person | hat | umbrella | bird | seagull | flower | rose | dog | golden retriever | cityscape | skyline | tall buildings | waterfront | ocean | river | lake | sunset | sunrise | daytime | evening | nighttime | day | night | moon | stars | clouds,jeep | suv | car | vehicle,city | sky | sun | water | person | hat | umbrella | bird | seagull | flower | rose | dog | golden retriever | cityscape | skyline | tall buildings | river | lake | sunset | sunrise | daytime | evening | nighttime | day | night | moon | stars | clouds
548,1,house | garage | truck | door | window | brick | roof | satellite dish | antenna | tree | grass | sky | clouds | brick house | garage door | white door,truck | door | window | roof,house | garage | brick | tree | grass | sky | clouds | brick house | garage door
549,1,street | car | black | convertible | sports car | luxury car | brick wall | door | alley | stairs | building | lamp | light | snow | roof | window | brick,car | black | convertible | sports car | luxury car | door | roof | window,street | brick wall | alley | stairs | building | lamp | light | snow | brick
550,1,stop sign | red car | stop,red car,stop sign | stop
551,1,white truck | ford | f-150 | parked | on street | in front of building | with sign | on side of truck | with license plate | 2014 | white | with black tires | with black rims | with black hubcaps | with black grill | with black bumper | with black headlights | with black tail lights | with black mirrors | with black door handles | with black door locks | with black door hinges | with black door seals | with black door weatherstripping | with black door window seals | with black door window weatherstripping | with black door window locks | with black door window handles | with black door window cranks | with black door window stops | with black door window guides | with black door window wipers | with black door window glass | with black,white truck | ford | f-150 | parked | 2014 | white,on street | in front of building
552,1,stop sign | blue car | stone building | brick wall | stop sign on pole,blue car,stop sign | brick wall | stop sign on pole
553,1,street | car | building | window | street sign | greenery | potted plant | brick | stone | alley | stairs | graffiti | light | pole,car | window,street | building | street sign | greenery | potted plant | brick | stone | alley | stairs | graffiti | light | pole
554,1,stop sign | red | white | black | metal | outdoor | urban,red | white | black | metal,stop sign | outdoor | urban
555,1,house | garage | car | red | van | brick | window | door | stairs | bush | tree | grass | sky | clouds,car | red | van | window | door,house | garage | brick | stairs | bush | tree | grass | sky | clouds
556,1,suv | blue | parked | outside | house | on driveway | near bushes | near flowers | near steps | near tree | near traffic light | near stop sign | near house | near street | near sidewalk | near grass | near bush,suv | blue | parked,outside | house | near tree
557,1,go | stop | sign | white | vehicle | black | tire | grass | bushes | trees | sky | sunny | day | outdoor | environment | natural | setting | location | path | driveway | road | street | parked | car | truck | jeep | stop sign | go sign | white sign | black sign | red sign | white vehicle | black vehicle | white tire | black tire,white | vehicle | black | tire | parked | car | truck | jeep | black tire,go | stop | sign | grass | bushes | trees | sky | sunny | day | outdoor | environment | natural | setting | location | path | driveway | road | street | stop sign
558,1,garage door | american flag | van | garage door opener | door | garage door opener remote | garage door op,van | door,garage door
559,1,house | garage | truck | palm tree | fire hydrant | grass | driveway | sidewalk | street | door | window | gate | fence | bush | car | tire | rim | hubcap | license plate | headlight | grill | hood | door handle | mirror | windshield wiper | steering wheel | dashboard | seat | door jamb | wall | floor,truck | door | window | car | tire | rim | hubcap | license plate | headlight | grill | hood | mirror | steering wheel | dashboard,house | garage | palm tree | fire hydrant | grass | driveway | sidewalk | street | gate | fence | bush | wall
560,1,suv | gray | parked | garage | wooden | house | green roof | leaves | trees | autumn | yellow | garage door | open | car | green,suv | gray | parked | yellow | car | green,garage | wooden | house | leaves | trees | autumn | garage door | open
561,1,red car | fire hydrant | brick building | window | street light | green fire hydrant | green,red car | window | green,fire hydrant | brick building | street light
562,1,4 | jeep | white | 4x4 | tree | green | house | brown | garage | door | open | sky | blue | clouds | sign | highway,jeep | white | 4x4 | green | brown | door | blue,tree | house | garage | open | sky | clouds | sign | highway
563,1,stop sign | white car | garage | house | grass | stop sign pole | stop sign post | stop sign sign | stop sign sticker | stop sign on grass | stop sign on ground | stop sign on dirt | stop sign on gravel | stop sign on pavement | stop sign on road | stop sign on driveway | stop sign on sidewalk | stop sign on street | stop sign on lawn | stop sign on side of road | stop sign on corner | stop sign on side of street | stop sign on side,white car,stop sign | garage | house | grass | stop sign pole | stop sign post | stop sign sign | stop sign on road | stop sign on street
564,1,maroon car | red car | vehicle | car crash | car flipped | car on roof | car on side | car on top | car on edge | car on roof of house | car on side of house | car on top of house | car on edge of house | car on telephone pole | car on power line | car on roof of shed | car on side of shed | car on top of shed | car on edge of shed | car on roof of building | car on side of building | car on top of building | car on edge of building | car,red car | vehicle | car crash | car,
565,1,city | sky | street light | lamp post | traffic light | car | truck | building | cityscape | tall building | street sign | pole | lamp | traffic sign | street light pole | street light fixture | street light bulb | street light base | street light arm | street light socket | street light wiring | street light switch | street light transformer | street light transformer box | street light transformer wiring | street light transformer box wiring | street light transformer box cover | street light transformer box cover plate | street light transformer box cover screws | street light transformer box cover screws and washers | street light transformer box cover screws and washers and nuts | street light transformer box cover screws and washers and nuts and bolts | street light transformer box cover screws and washers and nuts and bolts and washers | street light transformer box cover screws and washers and nuts and bolts and washers and nuts and bolts and washers and nuts and bolts and washers and nuts and bolts and washers and nuts and bol,car | truck,city | sky | street light | lamp post | traffic light | building | cityscape | tall building | street sign | pole | lamp | traffic sign
