index,target,tags,irrelevant_tags
24,96,bird | black | branch | brown | perch | sit | stand | tree | tree branch,
25,1026,curb | meter | parking meter | pavement | pole | road,
26,1026,building | crack | curb | hydrant | pavement | pole | road | sit | street corner | yellow,
27,167,car | city street | curb | drive | flood | intersection | license plate | park | pole | road | stop light | traffic light | street corner | vehicle | white,
28,10,black | dirt road | dirt track | forest | forest road | photo | road | rural | tree | white | wood,
29,1,couple | dress | girl | man | pose | stone | stand | tree | woman,
30,138,bird | black | branch | evergreen | limb | perch | red | sit | stand | tree | tree branch | twig,
31,10,automobile model | building | car | city street | copper | coupe | drive | license plate | road | sedan | sports car,
32,4,area | path | forest | lush | pine | pine forest | trail | tree | wood,
33,166,blanket | wall | car | curb | doodle | draw | license plate | park | sedan | silver | white,
34,161,black | building | car | floor | garage | license plate | park | parking | parking garage | sedan,
35,569,bend | black | brown | pony | horse | forehead | kiss | lick | lush | man | nose | pet | smell | stand,
36,45,blue | car | convertible | desert road | drive | road | sky | sports car,
37,120,beak | bird | brown | log | perch | post | sit | sparrow | stand | stump | tree trunk | wood | yellow,
38,943,animal | bottle | catch | fence | field | grassy | graze | green | herd | person | lamb | lush | sheep | stand | woman,
39,97,black | car | grass | grassy | green | license plate | lush | park | patch | sedan,
40,96,black | building | car | parking lot | curb | flood | license plate | office building | park | puddle | sedan | suv | vehicle,
41,39,bird | blue | branch | clear | limb | peak | perch | sit | sky | sparrow | tree | tree branch | twig,
42,111,car | drive | license plate | silver | sports car,
43,3,black | car | license plate | park | sedan | tree,
44,84,beak | bird | brown | dirt field | floor | food | gravel | land | stone | rocky | sand | stand | terrain | walk,
45,943,animal | area | barn | corral | enclosure | farm | fence | goat | hay | herd | lamb | pen | pet | sheep | stable | stand | white,
46,137,bird | black | blue | branch | limb | perch | sit | sky | tree | tree branch | twig | white,
47,129,beak | bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | tree trunk | twig,
48,191,bark | beak | bird | black | branch | perch | red | stand | tree | tree trunk | woodpecker,
49,197,bird | boulder | floor | gray | stone | rocky | sit | stand | white,
50,1026,blanket | car | city street | curb | moped | motorbike | motorcycle | park | pavement | road | scooter | tarp | urban,
51,89,blue | car | parking lot | license plate | park | parking | pick up | truck | vehicle,
52,97,beak | bird | bird feeder | black | cage | food | hang | perch | tree | tree trunk | yellow,
53,766,baby carriage | building | pillar | floor | parking meter | pavement | pole | shadow | walk,
54,1026,attach | building | bus | bus stop | city bus | intersection | pole | sign | traffic light | street corner | street sign | traffic sign,
55,158,bark | beak | bird | black | branch | limb | perch | stand | tree | tree branch | tree trunk | white,
56,134,bird | black | branch | floor | food | gray | lay | nest | pigeon | stone | sand | sit | stand | twig | water,
57,123,desert | drive | dune | jeep | park | plectrum | pick up | red | sand | truck,
58,1026,building | corner | intersection | pole | road | signal | stop light | traffic light | street corner | street sign | traffic sign | truck,
59,113,balloon | car | parking lot | cloudy | park | pick up | truck | white,
60,1,mollymawk | beak | bird | black | flap | fly | gull | lake | landing | sea | seabird | spread | water | water bird | white | wing,
61,1112,building | bus | city street | decker bus | drive | license plate | red | road | travel,
62,118,building | car | parking lot | curb | minivan | park | retail | store | storefront | suv | van | vehicle | white,
63,7,beak | bird | calm | duck | float | lake | sea | ripple | swim | water,
0,943,alpaca | animal | shed | barn | camel | doorway | enclosure | hay | herd | hut | lamb | lay | manger | pen | sheep | shelter | stable | stall | stand | straw,
1,147,beak | bird | boulder | floor | food | gray | perch | stone | stand | worm,
2,145,beak | bird | black | boardwalk | dock | flap | fly | food | gull | landing | ledge | rail | seabird | spread | stand | water | white | wing,
3,11,alley | archway | blanket | wall | building | doodle | path | narrow | road | writing,
4,12,beak | bird | black | blackbird | branch | brown | grass | green | lush | perch | plant | sit | stand | stem | twig | vegetation | weed,
5,113,blue | car | headlight | license plate | park | pick up | suv | truck,
6,158,bark | beak | bird | black | food | perch | tree | tree trunk | white | woodpecker,
7,10,brush | dirt bike | dirt road | dirt track | path | forest | hill | hillside | lush | mountain path | ride | road | rural | tea plantation | trail | tree | vegetation | wood,
8,24,car | convertible | coupe | license plate | sea | park | sedan | silver | sports car | white,
9,1112,bus | bus stop | car | city bus | city street | curb | drive | green | license plate | park | road | travel | white,
10,27,bark | bird | brown | climb | perch | stone | rock face | stand | stump | tree | tree trunk | woodpecker,
11,171,beak | bird | branch | gray | limb | perch | sit | tree | tree branch | twig | yellow,
12,144,automobile model | building | car | display | floor | jeep | park | suv | vehicle | white,
13,27,car | coupe | license plate | park | red | sedan | sports car,
14,163,automobile model | car | dirt track | drive | license plate | race track | road | sedan | silver | track | travel,
15,96,bumper | car | license plate | park | red | sedan,
16,10,autumn | autumn forest | autumn tree | curve | fall | forest | forest road | mountain path | road | rural | tree | wind | windy | wood,
17,3,backyard | grass | home | hot | house | house exterior | lawn | lush | porch | tub | yard,
18,130,berry | bird | branch | brown | cherry | cherry tree | fruit | limb | perch | sit | sparrow | tree | tree branch | twig,
19,139,automobile model | bumper | car | headlight | license plate | rear | rear light | sedan | silver,
20,5,desert | desert road | highway | road | stretch,
21,1026,boy | catch | child | father | field | fly | kite | lush | man | park | stand,
22,1026,cargo | city | go | move | passenger train | rail | railroad | rural | track | train | train car | train track | travel | urban | yellow,
23,6,balustrade | building | city | pillar | girl | goggles | ledge | pose | rail | selfie | shirt | smile | stand | woman,
24,36,automobile model | car | curve | drive | jeep | license plate | road | rural | sedan | silver | suv | tree,
25,11,alley | building | ceiling | pillar | corridor | dark | path | hall | light | hallway | night | passage | walk,
26,11,alley | bicycle | biker | wall | cycle | person | man | power line | ride | road,
27,1026,trench coat | baby | baby carriage | smartphone | check | coat | pavement | phone | push | road | walk | woman,
28,1026,attach | building | intersection | office building | parking | parking sign | pole | post | sign | traffic light | street corner | street sign | traffic sign,
29,5,cloudy | desert road | highway | horizon | road | rural | sky | stormy | stretch,
30,11,beak | bird | black | blackbird | branch | limb | perch | reed | sit | sky | stand | stem | stick | tree branch | twig | weed | yellow,
31,1112,alley | bicycle | city | city street | cross | crowded | person | moped | motorbike | motorcycle | motorcyclist | ride | road | scooter | traffic light | street scene | urban | walk,
32,15,beak | bird | blue | branch | color | log | parrot | perch | stone | sit | stand | stump | tree | tree trunk | yellow,
33,80,animal | brown | bull | cattle | trumpet | cow | eat | grass | graze | hill | hillside | lush | road | rural | stand | tree,
34,38,car | car dealership | parking lot | license plate | park | parking | parking sign | sedan | silver | sports car,
35,0,attach | bird | bird house | black | crow | eagle | lake | nest | osprey | perch | pole | post | sit | telegraph pole | water,
36,80,animal | bull | cattle | cow | field | grass | grassland | grassy | graze | green | herd | hillside | lake | lush | open | pasture | plain | stand,
37,1026,attach | hang | lush | pole | road sign | sign | street sign | traffic sign | tree | white | writing,
38,156,car | drive | highway | license plate | miniskirt | sea | road | sports car | travel | white,
39,4,beam | forest | road | shine | sun | sunshine | tree | wood,
40,14,bird | blue | bluebird | catch | hand | person | perch | sit | white,
41,134,beak | bird | branch | gray | limb | perch | sit | tree | tree branch | twig,
42,11,alley | building | pillar | corridor | doorway | floor | parking garage | warehouse,
43,107,car | license plate | minivan | park | red | sedan | suv | van,
44,86,car | lift | park | pick up | ram | tire | truck,
45,12,curve | field | highway | grass | grassland | road | rural | savanna | sky | stretch,
46,45,beak | bird | duck | flap | flight | fly | lake | landing | spread | stand | water | water bird | wing,
47,146,car | cloudy | desert | dirt track | drive | dune | dust | jeep | land | license plate | sand | sky | suv | terrain | vehicle,
